listing_id,name,description,text
7.052075407672957e+17,Chambre Douillette au Quartier Olympique,"Only a few minutes from Olympic Stadium and Montreal Botanical Garden. Easy to get there by subway <br /><br />This is a separate living room that I have provided with a double bed, ideal for a solo traveler. A desk, loveseat, bedside table, and storage shelves are in the bedroom. <br /><br />The bedroom is adjacent to the dining room and kitchen. The windows that give the apartment a view are protected for your privacy. There is also a folding screen available.","Chambre Douillette au Quartier Olympique
Only a few minutes from Olympic Stadium and Montreal Botanical Garden. Easy to get there by subway <br /><br />This is a separate living room that I have provided with a double bed, ideal for a solo traveler. A desk, loveseat, bedside table, and storage shelves are in the bedroom. <br /><br />The bedroom is adjacent to the dining room and kitchen. The windows that give the apartment a view are protected for your privacy. There is also a folding screen available."
52755789.0,Appartement lumineux au design contemporain,"Enjoy a stylish, central 2 bedroom, 2 bathroom home in the heart of Griffintown just minutes from Old Montreal and downtown. An environment of water and greenery. Opposite the Parc du Faubourg Ste-Ann and the Lachine Canal. A bright living space with a contemporary and refined design with high-end finishes and a balcony with views and south-facing exposure.","Appartement lumineux au design contemporain
Enjoy a stylish, central 2 bedroom, 2 bathroom home in the heart of Griffintown just minutes from Old Montreal and downtown. An environment of water and greenery. Opposite the Parc du Faubourg Ste-Ann and the Lachine Canal. A bright living space with a contemporary and refined design with high-end finishes and a balcony with views and south-facing exposure."
53051742.0,Happy central condo,"Downtown is just outside your door, surrounded by art and music venues. Treat your tastebuds to tender lamb kebabs at Antep Kebab, or sweet and spicy chicken and waffles at Le Bird Bar. For post-dinner drinks, we recommend Burgundy Lion for a crisp craft beer. Your options are endless, and it all starts here :<br /><br />Contactless check-in<br />Fast WiFi<br />Professionally cleaned<br />Fresh towels<br />24/7 support<br />Artisan coffee<br />Comfortable bedding<br />Shower amenities","Happy central condo
Downtown is just outside your door, surrounded by art and music venues. Treat your tastebuds to tender lamb kebabs at Antep Kebab, or sweet and spicy chicken and waffles at Le Bird Bar. For post-dinner drinks, we recommend Burgundy Lion for a crisp craft beer. Your options are endless, and it all starts here :<br /><br />Contactless check-in<br />Fast WiFi<br />Professionally cleaned<br />Fresh towels<br />24/7 support<br />Artisan coffee<br />Comfortable bedding<br />Shower amenities"
7.40496674327653e+17,St. Henri 3 bedroom + backyard/metro,The whole group will enjoy easy access to everything from this centrally located place.,"St. Henri 3 bedroom + backyard/metro
The whole group will enjoy easy access to everything from this centrally located place."
7.145582706896253e+17,Experience Montreal the typical way,"I fell in the love with this building at first sight. Beautiful early century construction with original moldings. Charming window stained work.  The kitchen, bathroom and library were redesigned to host memorable evenings. Experience the city like a Montrealer!","Experience Montreal the typical way
I fell in the love with this building at first sight. Beautiful early century construction with original moldings. Charming window stained work.  The kitchen, bathroom and library were redesigned to host memorable evenings. Experience the city like a Montrealer!"
1.0284678404636648e+18,Studio 302 - Downtown Montreal,"CITQ#294678<br />In the heart of Downtown Montreal, nestled in the Shaughnessy Village, this studio is close to everything, half a block away from the famous St-Catherine Street, minutes from public transportation, universities, and museums.<br />This Studio is great for anyone seeking short or long term accommodations. We also offer Weekly, and Monthly rates for students studying in the City Center. My place is good for students, couples, adventurers, business travellers, families, and big groups.","Studio 302 - Downtown Montreal
CITQ#294678<br />In the heart of Downtown Montreal, nestled in the Shaughnessy Village, this studio is close to everything, half a block away from the famous St-Catherine Street, minutes from public transportation, universities, and museums.<br />This Studio is great for anyone seeking short or long term accommodations. We also offer Weekly, and Monthly rates for students studying in the City Center. My place is good for students, couples, adventurers, business travellers, families, and big groups."
8.882904098383468e+17,MyCasa Private Rooms-4D,"Welcome to MyCasa Hostel<br /><br />Travel on a budget!<br />This Hostel building consists of 6 private rooms. The common shared areas are the kitchen, 2 full bathrooms and the living room. 3 cameras are located inside the property to monitor your safety in the common areas and outside. We make sure to accept reservations of well reviewed guests for peaceful stays and our cleaning crew is present frequently. We are proud to have hosted over 100 guests so far!<br /><br />*1A is 1 of 2 rooms that has a private TV.","MyCasa Private Rooms-4D
Welcome to MyCasa Hostel<br /><br />Travel on a budget!<br />This Hostel building consists of 6 private rooms. The common shared areas are the kitchen, 2 full bathrooms and the living room. 3 cameras are located inside the property to monitor your safety in the common areas and outside. We make sure to accept reservations of well reviewed guests for peaceful stays and our cleaning crew is present frequently. We are proud to have hosted over 100 guests so far!<br /><br />*1A is 1 of 2 rooms that has a private TV."
7.36227206101998e+17,Belladona luxurious place,"Located in a peaceful neighborhood close to many restaurants, store and 8 min walk to the subway. This is the ideal place for a great stay in town","Belladona luxurious place
Located in a peaceful neighborhood close to many restaurants, store and 8 min walk to the subway. This is the ideal place for a great stay in town"
9.500355120291336e+17,Nomade | Old MTL | Luxury Apt in Heat of Old Town,"Stay in our luxurious designer apartment in Old Montreal! Immerse yourself in the city's rich culture, with the Basilica Notre-Dame and museums just steps away. Enjoy natural light in our historic French-style building on St-Jacques Street. Explore the Old Port and metro station within a 10-minute walk. Parking is available for $23/day just one meter away. Contact us anytime for assistance. Book now for an unforgettable stay in Old Montreal!","Nomade | Old MTL | Luxury Apt in Heat of Old Town
Stay in our luxurious designer apartment in Old Montreal! Immerse yourself in the city's rich culture, with the Basilica Notre-Dame and museums just steps away. Enjoy natural light in our historic French-style building on St-Jacques Street. Explore the Old Port and metro station within a 10-minute walk. Parking is available for $23/day just one meter away. Contact us anytime for assistance. Book now for an unforgettable stay in Old Montreal!"
21954591.0,Spacious 3Bedroom | FAMILY Perfect⭐Great Sector⭐,"Quiet&Newly refurbished and impeccably furnished apartment where you and your FAMILY can relax, unwind and enjoy the sweetness of the Montreal life. ❤️❤️❤️<br /><br />What people love most about this apartment:<br />▪️ GREAT LOCATION: Next to the Olympic Stadium, Botanical Garden, Planetarium, Park Maisonneuve, Movies, Viau MetroⓂ️[30m to Downtown]<br />▪️ Free Private Parking <br />▪️ Sparkling clean + features a 4K TV<br />MUCH MORE <br /><br />Avg response time 15minutes, try to book you'll see :)","Spacious 3Bedroom | FAMILY Perfect⭐Great Sector⭐
Quiet&Newly refurbished and impeccably furnished apartment where you and your FAMILY can relax, unwind and enjoy the sweetness of the Montreal life. ❤️❤️❤️<br /><br />What people love most about this apartment:<br />▪️ GREAT LOCATION: Next to the Olympic Stadium, Botanical Garden, Planetarium, Park Maisonneuve, Movies, Viau MetroⓂ️[30m to Downtown]<br />▪️ Free Private Parking <br />▪️ Sparkling clean + features a 4K TV<br />MUCH MORE <br /><br />Avg response time 15minutes, try to book you'll see :)"
40698332.0,New 3BR perfect for ★Business/Relocation★Leisure★,"Stay at this brand new renovated apartment in one of the most trendy neighborhoods in Montreal! A fully equipped kitchen is ready to be used the minute you step through the door, and the spacious living rest area is well suited for relaxing or entertaining. High speed WiFi and an office desk are right in the apartment.<br /><br />*Parking upon availability.","New 3BR perfect for ★Business/Relocation★Leisure★
Stay at this brand new renovated apartment in one of the most trendy neighborhoods in Montreal! A fully equipped kitchen is ready to be used the minute you step through the door, and the spacious living rest area is well suited for relaxing or entertaining. High speed WiFi and an office desk are right in the apartment.<br /><br />*Parking upon availability."
6.51525491410825e+17,Super location-next to metro-2 BR entire house,"— 5-SECOND walking distance to Metro Du Collège (literally within touching distance)—20 min to downtown Montréal by metro. —20 min to YUL Montréal-Trudeau Airport by car or bus— Quiet, safe area. — Parking lot available.— 5-min walk to a variety of restaurants, grocery stores, convenience stores, pharmacies... — Air conditioning & air exchanger newly equipped. — Very strong Wifi. — Easy access in and out<br /><br />- refundable damage deposit 500.00 will be collected on the date of checkin","Super location-next to metro-2 BR entire house
— 5-SECOND walking distance to Metro Du Collège (literally within touching distance)—20 min to downtown Montréal by metro. —20 min to YUL Montréal-Trudeau Airport by car or bus— Quiet, safe area. — Parking lot available.— 5-min walk to a variety of restaurants, grocery stores, convenience stores, pharmacies... — Air conditioning & air exchanger newly equipped. — Very strong Wifi. — Easy access in and out<br /><br />- refundable damage deposit 500.00 will be collected on the date of checkin"
8.478117257463318e+17,Bakan|Elegant 2Bds-1BA|Old Mtl,"In the HEART of the Old Port of Montreal, this exclusive Bakan - Saint François Xavier unit is steps away from the water, tourist attractions and all the best restaurants, bars, cafes and clubs that Old Mtl has to offer! Right on our FAMOUS st. Paul street, take a stroll and find the well known Marche Bonsecours and NotreDame Basilica church.","Bakan|Elegant 2Bds-1BA|Old Mtl
In the HEART of the Old Port of Montreal, this exclusive Bakan - Saint François Xavier unit is steps away from the water, tourist attractions and all the best restaurants, bars, cafes and clubs that Old Mtl has to offer! Right on our FAMOUS st. Paul street, take a stroll and find the well known Marche Bonsecours and NotreDame Basilica church."
1.0231971815919378e+18,Little Italy suites 2,"The accommodation features a queen-size bed and a full bathroom. It's an ideal retreat after a day of exploring and experiencing the charm Little Italy has to offer. The neighborhood boasts numerous restaurants, bars, and cafes, not to mention the renowned Jean-Talon Market—one of the largest public markets in North America.","Little Italy suites 2
The accommodation features a queen-size bed and a full bathroom. It's an ideal retreat after a day of exploring and experiencing the charm Little Italy has to offer. The neighborhood boasts numerous restaurants, bars, and cafes, not to mention the renowned Jean-Talon Market—one of the largest public markets in North America."
12127911.0,Bright and quiet in the heart of Mile End!,"Spacious, peaceful apartment with plenty of light. Located on the third and top floor, it features a large balcony, windows on three sides and two skylights, creating a bright, airy atmosphere. Nestled at the intersection of two quiet streets, this space offers exceptional tranquility.<br />Ideally located in the heart of Mile End and just a few minutes' walk from Parc Jeanne-Mance, Mont-Royal and charming cafés, restaurants and more.","Bright and quiet in the heart of Mile End!
Spacious, peaceful apartment with plenty of light. Located on the third and top floor, it features a large balcony, windows on three sides and two skylights, creating a bright, airy atmosphere. Nestled at the intersection of two quiet streets, this space offers exceptional tranquility.<br />Ideally located in the heart of Mile End and just a few minutes' walk from Parc Jeanne-Mance, Mont-Royal and charming cafés, restaurants and more."
8.621439883409631e+17,Room Across Polytech/Metro/HEC,"This special place is close to everything, making it easy to plan your visit.","Room Across Polytech/Metro/HEC
This special place is close to everything, making it easy to plan your visit."
7.172995763512064e+17,Upscale & Modern Studio - ideal for professionals,"Simplistic in theory but extraordinary in design, the apartments are made to provide travelers with all of the modern conveniences and comforts of home with none of the fuss. A fully equipped kitchen is ready to be used the minute you step through the door, and the spacious living and dining area is well suited for relaxing or entertaining.<br />This unit is an excellent choice for relocations, insurance and professionals.<br />Parking upon availability. ($)","Upscale & Modern Studio - ideal for professionals
Simplistic in theory but extraordinary in design, the apartments are made to provide travelers with all of the modern conveniences and comforts of home with none of the fuss. A fully equipped kitchen is ready to be used the minute you step through the door, and the spacious living and dining area is well suited for relaxing or entertaining.<br />This unit is an excellent choice for relocations, insurance and professionals.<br />Parking upon availability. ($)"
8.3096936274772e+17,3BR perfect for Business/Relocation Leisure,"Stay at this brand new renovated apartment in one of the most trendy neighborhoods in Montreal! A fully equipped kitchen is ready to be used the minute you step through the door, and the spacious living rest area is well suited for relaxing or entertaining. High speed WiFi and an office desk are right in the apartment. *Parking upon availability.","3BR perfect for Business/Relocation Leisure
Stay at this brand new renovated apartment in one of the most trendy neighborhoods in Montreal! A fully equipped kitchen is ready to be used the minute you step through the door, and the spacious living rest area is well suited for relaxing or entertaining. High speed WiFi and an office desk are right in the apartment. *Parking upon availability."
9.616877524822656e+17,Center of Plateau-Great Patio,"Message me for a discount! ;)<br /><br />I am able to rent out this location to a new group every 31 days. You can rent it for a week or two, but you will actually have the space for 31 days, for the same price. Feel free to stay for a week, or the whole month....when you book it's yours for 31 days! Feel free to contact me, last picture!","Center of Plateau-Great Patio
Message me for a discount! ;)<br /><br />I am able to rent out this location to a new group every 31 days. You can rent it for a week or two, but you will actually have the space for 31 days, for the same price. Feel free to stay for a week, or the whole month....when you book it's yours for 31 days! Feel free to contact me, last picture!"
6.152093322120396e+17,"Charming Place in Laurier St, Plateau Mont Royal","- Cozy and bright condo in the heart of le petite Laurier neighborhood in the Plateau Mont-Royal area.<br /><br />- 10 min walk to the Laurier metro station. <br /><br />- 5 min walk to one of the best parks in Montreal which has access to outdoor swimming pool (Parc Laurier).<br /><br />- Amazing local shops, restaurants, and cafes steps away.<br /><br />- Free parking on the street.<br /><br />- 5-7 min walk to Avenue Mont-Royal .<br /><br />- Please send an inquiry for any accommodation or discount for your specific short stay in Montreal.","Charming Place in Laurier St, Plateau Mont Royal
- Cozy and bright condo in the heart of le petite Laurier neighborhood in the Plateau Mont-Royal area.<br /><br />- 10 min walk to the Laurier metro station. <br /><br />- 5 min walk to one of the best parks in Montreal which has access to outdoor swimming pool (Parc Laurier).<br /><br />- Amazing local shops, restaurants, and cafes steps away.<br /><br />- Free parking on the street.<br /><br />- 5-7 min walk to Avenue Mont-Royal .<br /><br />- Please send an inquiry for any accommodation or discount for your specific short stay in Montreal."
3110141.0,Quiet room /w private balcony + 2 bicycles,"This listing is for long term (31+ nights) only.<br /><br />Quick 4 minute walk to SUBWAY station, and 15-20 minute ride from DOWNTOWN! <br /><br />Quiet, safe and green neighborhood, with easy access to Mount Royal park for sightseeing, quick jog, hike or bike ride. Also located very near Saint-Joseph Oratory, must see! <br /><br />Affordable quality restaurants very near.... Or enjoy the kitchen, eat healthy and save on restaurants. Several 24 hour small local organic markets and supermarkets are near.","Quiet room /w private balcony + 2 bicycles
This listing is for long term (31+ nights) only.<br /><br />Quick 4 minute walk to SUBWAY station, and 15-20 minute ride from DOWNTOWN! <br /><br />Quiet, safe and green neighborhood, with easy access to Mount Royal park for sightseeing, quick jog, hike or bike ride. Also located very near Saint-Joseph Oratory, must see! <br /><br />Affordable quality restaurants very near.... Or enjoy the kitchen, eat healthy and save on restaurants. Several 24 hour small local organic markets and supermarkets are near."
6.418078697990255e+17,One bedroom apartment in Montreal downtown,Enjoy a stylish experience at this centrally-located place.,"One bedroom apartment in Montreal downtown
Enjoy a stylish experience at this centrally-located place."
6.940827465693096e+17,Disponible du 17 nov. au 10 dec. 2023,"Simplify your life by staying in this quiet, well-located home. <br />Located on the second floor of a Duplex, very close to the famous Rue Villeray, you will find one of the best neighborhood lives in Montreal. <br /><br />5 min walk to Jarry Metro Station, close to cafes, restaurants, fruit shops and 10 min walk to large & beautiful Jarry Park. <br /><br />Freshly painted and well maintained home, the perfect place to rest during your trip to Montreal.","Disponible du 17 nov. au 10 dec. 2023
Simplify your life by staying in this quiet, well-located home. <br />Located on the second floor of a Duplex, very close to the famous Rue Villeray, you will find one of the best neighborhood lives in Montreal. <br /><br />5 min walk to Jarry Metro Station, close to cafes, restaurants, fruit shops and 10 min walk to large & beautiful Jarry Park. <br /><br />Freshly painted and well maintained home, the perfect place to rest during your trip to Montreal."
48314659.0,New and Beautiful Downtown Apartment!!!!,"Newly constructed Modern Elegant I bedroom downtown apartment, this beautiful 1 bedroom  closed bedroom on the top floor, sound proof well insulated , open concepst , and closed to all amenities , located within 3-8 minutes walking distance to Metro/ Subways station and Bus.","New and Beautiful Downtown Apartment!!!!
Newly constructed Modern Elegant I bedroom downtown apartment, this beautiful 1 bedroom  closed bedroom on the top floor, sound proof well insulated , open concepst , and closed to all amenities , located within 3-8 minutes walking distance to Metro/ Subways station and Bus."
9.341127661364394e+17,Artsy One-Bedroom Apartment at the Pierce Hotel,"Welcome to The Pierce, a trendy and modern furnished apartment in vibrant Montreal. 650 sq ft of stylish space. Culinary haven with central island and Nespresso machine. Two Smart TVs for entertainment. Comfortable bedroom with king-size bed. Spacious and modern bathroom. Meticulous details for a home-like feel. Embrace Montreal's vibrant rhythm at The Pierce. Luxury furnished apartment. Welcome to your new living space.","Artsy One-Bedroom Apartment at the Pierce Hotel
Welcome to The Pierce, a trendy and modern furnished apartment in vibrant Montreal. 650 sq ft of stylish space. Culinary haven with central island and Nespresso machine. Two Smart TVs for entertainment. Comfortable bedroom with king-size bed. Spacious and modern bathroom. Meticulous details for a home-like feel. Embrace Montreal's vibrant rhythm at The Pierce. Luxury furnished apartment. Welcome to your new living space."
5.781333501901052e+17,Breathtaking Design + Private Terrace 2BR Old Mtl,"Centrally located in the heart of Old Montreal on a quiet street. A beautiful vacation home with great amenities, close to the best local top restaurants. Beautiful vacation home with easy access to public transit, perfect for a getaway<br /><br />Amenities include an indoor parking spot, huge smart tv, two full bathrooms, high quality furniture, High ceilings, exposed brick and wood beams with private rooftop terrace, and tons of space.Spacious vacation home with plenty of room for extra guests!","Breathtaking Design + Private Terrace 2BR Old Mtl
Centrally located in the heart of Old Montreal on a quiet street. A beautiful vacation home with great amenities, close to the best local top restaurants. Beautiful vacation home with easy access to public transit, perfect for a getaway<br /><br />Amenities include an indoor parking spot, huge smart tv, two full bathrooms, high quality furniture, High ceilings, exposed brick and wood beams with private rooftop terrace, and tons of space.Spacious vacation home with plenty of room for extra guests!"
1.1128743331600032e+18,Le bijou de la petite Italie,"Welcome to our charming apartment located in the heart of Little Italy, on Rue Châteaubriant, just a short walk from the Beaubien metro in Montreal. With over 1200 square feet of living space, our home offers the perfect mix of comfort and convenience for your stay.<br /><br />Equipped with a private garden and parking, our apartment is a true haven of peace in the middle of the city. With two spacious bedrooms, it is ideal for families.","Le bijou de la petite Italie
Welcome to our charming apartment located in the heart of Little Italy, on Rue Châteaubriant, just a short walk from the Beaubien metro in Montreal. With over 1200 square feet of living space, our home offers the perfect mix of comfort and convenience for your stay.<br /><br />Equipped with a private garden and parking, our apartment is a true haven of peace in the middle of the city. With two spacious bedrooms, it is ideal for families."
1.0150763214250848e+18,Luxury unit in the best location in Montreal,"Welcome to our apartment in the heart of Montreal's historic Old Port!<br /><br />Located in a building full of history, our apartment offers you a great experience of the Quebec metropolis. With stunning views of the Old Port and decor combining modern charm and touches of yesteryear, you will experience the best of Montreal as soon as you walk through our door","Luxury unit in the best location in Montreal
Welcome to our apartment in the heart of Montreal's historic Old Port!<br /><br />Located in a building full of history, our apartment offers you a great experience of the Quebec metropolis. With stunning views of the Old Port and decor combining modern charm and touches of yesteryear, you will experience the best of Montreal as soon as you walk through our door"
4278172.0,Free Breakfast +Parking +Near Metro,"We would love to have you stay with us at our roomy, cozy and recently renovated apartment.<br /><br />We have a 2 bedroom, 1 bathroom apartment in eclectic Verdun, Montréal located 15 minutes by Metro stops from Old Port and downtown.<br /><br />Our WiFi is free, fast and unlimited.<br /><br />Breakfast<br /><br />- Continental breakfast<br />- A choice of fresh bagels or croissants<br />- A selection of fruits<br />- Juice & tea/coffee<br /><br />On booking feel free to look at our Airbnb Guidebook accessible on the app or online","Free Breakfast +Parking +Near Metro
We would love to have you stay with us at our roomy, cozy and recently renovated apartment.<br /><br />We have a 2 bedroom, 1 bathroom apartment in eclectic Verdun, Montréal located 15 minutes by Metro stops from Old Port and downtown.<br /><br />Our WiFi is free, fast and unlimited.<br /><br />Breakfast<br /><br />- Continental breakfast<br />- A choice of fresh bagels or croissants<br />- A selection of fruits<br />- Juice & tea/coffee<br /><br />On booking feel free to look at our Airbnb Guidebook accessible on the app or online"
7.419552705382259e+17,1 Bedroom Plus Den Condo,"Beautiful 1-bedroom Queen size bedplus den condo, it is bright clean and cozy located in the heart of Le Quartier des Spectacles. It is fully furnished and well-appointed with your comfort in mind. You will love this place with its big windows and space.","1 Bedroom Plus Den Condo
Beautiful 1-bedroom Queen size bedplus den condo, it is bright clean and cozy located in the heart of Le Quartier des Spectacles. It is fully furnished and well-appointed with your comfort in mind. You will love this place with its big windows and space."
33368020.0,Dtown Stylish Condo -Monthly Rental,"Beautiful Tour des Canadiens is located in the heart of Montreal right next to the Bell Center and is considered Montreal's 1st and only Sports and entertainment condominium. You will experience the local lifestyle all in luxury. Restaurants, bars, and clubs are all mostly within walking distance. The phenomenal amenities include; an outdoor rooftop terrace with a pool, party rooms, rain spa, a fitness center and more. Perfect for friends, families or travelers! Welcome to your new Flat.","Dtown Stylish Condo -Monthly Rental
Beautiful Tour des Canadiens is located in the heart of Montreal right next to the Bell Center and is considered Montreal's 1st and only Sports and entertainment condominium. You will experience the local lifestyle all in luxury. Restaurants, bars, and clubs are all mostly within walking distance. The phenomenal amenities include; an outdoor rooftop terrace with a pool, party rooms, rain spa, a fitness center and more. Perfect for friends, families or travelers! Welcome to your new Flat."
9751756.0,Bright Studio in The Plateau by LeQube,"Stylish, modern and chic, LeQube apartments is ideally located in the heart of the city to give you an authentic, local experience in Montreal's Plateau & Mont-Royal. This area is one of the city’s main arteries that boasts the best shopping, restaurants and more!<br /><br />CITQ # : 293112 & 221876","Bright Studio in The Plateau by LeQube
Stylish, modern and chic, LeQube apartments is ideally located in the heart of the city to give you an authentic, local experience in Montreal's Plateau & Mont-Royal. This area is one of the city’s main arteries that boasts the best shopping, restaurants and more!<br /><br />CITQ # : 293112 & 221876"
1.0639560583871252e+18,"Cozy, renovated, peaceful APT",Forget your worries in this spacious and serene space.,"Cozy, renovated, peaceful APT
Forget your worries in this spacious and serene space."
43620930.0,Fancy & Stylish Leisure/Business Dwntwn ★★★★★!,"This two-floor condo evokes a feeling of glamour. This one bedroom apartment perfectly blends unexpected colors that each complement each other. The convenient location will allow you easy access to nearby areas, allowing you to venture off and explore. Book this fully furnished one bedroom apartment today and enjoy your stay! Parking ($) Pet ($) < than 25 pounds.","Fancy & Stylish Leisure/Business Dwntwn ★★★★★!
This two-floor condo evokes a feeling of glamour. This one bedroom apartment perfectly blends unexpected colors that each complement each other. The convenient location will allow you easy access to nearby areas, allowing you to venture off and explore. Book this fully furnished one bedroom apartment today and enjoy your stay! Parking ($) Pet ($) < than 25 pounds."
33367925.0,Quiet room in an energetic neighbourhood,"House in a quiet street, on the side of Sherbrooke Est. 5 minutes walking to metro Radisson on the green line. Shops, restaurants, malls (place versaille) and etc.<br />The cleaning fee only includes :<br />1) initial room preparation and cleaning;<br />2) and cleaning after check-out<br />Guest are responsible to clean up after themselves","Quiet room in an energetic neighbourhood
House in a quiet street, on the side of Sherbrooke Est. 5 minutes walking to metro Radisson on the green line. Shops, restaurants, malls (place versaille) and etc.<br />The cleaning fee only includes :<br />1) initial room preparation and cleaning;<br />2) and cleaning after check-out<br />Guest are responsible to clean up after themselves"
996300.0,Lovely Esplanade Ave Apartment on Plateau Montreal,"#311690<br />We offer a beautifully renovated 2 bedroom apartment on the ground floor of a century old triplex, half a block from Mont Royal Park and 2 blocks from the trendy shops on Laurier Ave and St. Laurent. Our place is air conditioned, with a walk-in shower, marble tiles, bathtub and washer-dryer. Our kitchen has been recently renovated with granite counter, and has  view onto the back garden.","Lovely Esplanade Ave Apartment on Plateau Montreal
#311690<br />We offer a beautifully renovated 2 bedroom apartment on the ground floor of a century old triplex, half a block from Mont Royal Park and 2 blocks from the trendy shops on Laurier Ave and St. Laurent. Our place is air conditioned, with a walk-in shower, marble tiles, bathtub and washer-dryer. Our kitchen has been recently renovated with granite counter, and has  view onto the back garden."
49317132.0,#104 Spacious Apt With Balcony in Plateau Mont-Roy,"Georgious and spacious furnished apartment in Plateau Mont-Royal. This unit is tastefully furnished and has all that you need to live and work comfortably at home. The unit includes 2 bedrooms, a gourmet kitchen, a dining room, a living room, a beautifully renovated bathroom, hardwood floors, washer & dryer, dishwasher, a private balcony and more! <br /><br />Located in the popular area of Plateau Mont-Royal, this apartment is walking distance to everything, including parks, subway, groceries, drugstores,","#104 Spacious Apt With Balcony in Plateau Mont-Roy
Georgious and spacious furnished apartment in Plateau Mont-Royal. This unit is tastefully furnished and has all that you need to live and work comfortably at home. The unit includes 2 bedrooms, a gourmet kitchen, a dining room, a living room, a beautifully renovated bathroom, hardwood floors, washer & dryer, dishwasher, a private balcony and more! <br /><br />Located in the popular area of Plateau Mont-Royal, this apartment is walking distance to everything, including parks, subway, groceries, drugstores,"
49225816.0,Dtown New Vibe -Monthly Rental,"Beautiful Tour Des Canediens 2 is located in the heart of Montreal a cross from the Bell Center . You will experience the local lifestyle all in luxury. Restaurants, bars, and clubs are all mostly within walking distance. The phenomenal amenities include; an outdoor rooftop terrace with a hot tub,  rain spa, a fitness center and more. Perfect for friends, families or travelers! Welcome to your new Flat.","Dtown New Vibe -Monthly Rental
Beautiful Tour Des Canediens 2 is located in the heart of Montreal a cross from the Bell Center . You will experience the local lifestyle all in luxury. Restaurants, bars, and clubs are all mostly within walking distance. The phenomenal amenities include; an outdoor rooftop terrace with a hot tub,  rain spa, a fitness center and more. Perfect for friends, families or travelers! Welcome to your new Flat."
5863295.0,Large - Best for Families - long stays,"(Additional discounts for 6-month + stays)<br /><br />Bienvenue à Montréal! <br /><br />This bright apartment sits across from one of Westmount’s most beautiful parks. <br /><br />It’s a semi-basement unit with a private entrance.  The front of the unit is at ground level (no stairs).<br /><br />It has a big living area with a working (office) space, one bedroom, a den, a full kitchen, bathroom and laundry room.","Large - Best for Families - long stays
(Additional discounts for 6-month + stays)<br /><br />Bienvenue à Montréal! <br /><br />This bright apartment sits across from one of Westmount’s most beautiful parks. <br /><br />It’s a semi-basement unit with a private entrance.  The front of the unit is at ground level (no stairs).<br /><br />It has a big living area with a working (office) space, one bedroom, a den, a full kitchen, bathroom and laundry room."
3199659.0,The Quartier des spectacles at your feet,"Modern apartment in a recent complex and secure entrance. Trendy atmosphere in the city center with many amenities: metro station, restaurants, performance halls, museums, shops, cinemas, cafes, bars, grocery store.","The Quartier des spectacles at your feet
Modern apartment in a recent complex and secure entrance. Trendy atmosphere in the city center with many amenities: metro station, restaurants, performance halls, museums, shops, cinemas, cafes, bars, grocery store."
9.560595101316984e+17,Beautiful and quiet urban cabin,"Located in a peaceful area of Pierrefonds west of Montreal. Very close to many parks, rivers, tennis courts, swimming pools, ice rinks, Golf courses. Within reach, a shopping center, pharmacies, grocery stores, hospital, medical clinics, several restaurants and many other services. Montreal YUL International Airport is located 20 minutes away, public transportation is accessible just a few steps away. The main highways are all easily accessible and the downtown is 25 minutes away.","Beautiful and quiet urban cabin
Located in a peaceful area of Pierrefonds west of Montreal. Very close to many parks, rivers, tennis courts, swimming pools, ice rinks, Golf courses. Within reach, a shopping center, pharmacies, grocery stores, hospital, medical clinics, several restaurants and many other services. Montreal YUL International Airport is located 20 minutes away, public transportation is accessible just a few steps away. The main highways are all easily accessible and the downtown is 25 minutes away."
28107619.0,"Plateau Mont-Royal, Le Cédric","English message will follow. <br /><br />Minimum one month rental <br /><br />Located on the ground floor of a row building. Quiet street near: <br />- Old Montreal <br />- Rue Saint Denis et Saint-Laurent <br />- Quartier des spectacles <br />- Le parc Mont-Royal <br />- À 2 pas du parc Lafontaine <br /><br />One month minimum rental period<br /><br />Located on a townhouse ground floor, on a quiet street close to: <br />- Old Montreal <br />- St-Denis and St-Laurent  <br />- Quartier des spectacles <br />- Mont-Royal Park <br />- 2 min away from Lafontaine park","Plateau Mont-Royal, Le Cédric
English message will follow. <br /><br />Minimum one month rental <br /><br />Located on the ground floor of a row building. Quiet street near: <br />- Old Montreal <br />- Rue Saint Denis et Saint-Laurent <br />- Quartier des spectacles <br />- Le parc Mont-Royal <br />- À 2 pas du parc Lafontaine <br /><br />One month minimum rental period<br /><br />Located on a townhouse ground floor, on a quiet street close to: <br />- Old Montreal <br />- St-Denis and St-Laurent  <br />- Quartier des spectacles <br />- Mont-Royal Park <br />- 2 min away from Lafontaine park"
13300093.0,Appartement avec terrasse plateau Mont Royal,My place is close to the public transport and parks My place is good for couples and solo travelers. A terrace is available in the apartment.,"Appartement avec terrasse plateau Mont Royal
My place is close to the public transport and parks My place is good for couples and solo travelers. A terrace is available in the apartment."
2357471.0,Appartement style condo de 3 1/2,"Apartment located in the Rosemont district near the Space for life (Botanical Garden, Biodome, etc.) and Maisonneuve Park.<br />Warm apartment that can accommodate 3 people on a green residential street (in summer!!!).<br />Ministry of Tourism property number: 257530","Appartement style condo de 3 1/2
Apartment located in the Rosemont district near the Space for life (Botanical Garden, Biodome, etc.) and Maisonneuve Park.<br />Warm apartment that can accommodate 3 people on a green residential street (in summer!!!).<br />Ministry of Tourism property number: 257530"
